PG.MolecularWeight	PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.CellularComponent	PG.BiologicalProcess	PG.MolecularFunction	PG.Completeness	[1] AST_260331_115.raw.PG.NrOfStrippedSequencesUsedForQuantification	[2] AST_260331_116.raw.PG.NrOfStrippedSequencesUsedForQuantification	[3] AST_260331_117.raw.PG.NrOfStrippedSequencesUsedForQuantification	[4] AST_260331_118.raw.PG.NrOfStrippedSequencesUsedForQuantification	[5] AST_260331_119.raw.PG.NrOfStrippedSequencesUsedForQuantification	[6] AST_260331_120.raw.PG.NrOfStrippedSequencesUsedForQuantification	[7] AST_260331_121.raw.PG.NrOfStrippedSequencesUsedForQuantification	[8] AST_260331_125.raw.PG.NrOfStrippedSequencesUsedForQuantification	[9] AST_260331_126.raw.PG.NrOfStrippedSequencesUsedForQuantification	[10] AST_260331_127.raw.PG.NrOfStrippedSequencesUsedForQuantification	[11] AST_260331_128.raw.PG.NrOfStrippedSequencesUsedForQuantification	[12] AST_260331_129.raw.PG.NrOfStrippedSequencesUsedForQuantification	[13] AST_260331_130.raw.PG.NrOfStrippedSequencesUsedForQuantification	[14] AST_260331_131.raw.PG.NrOfStrippedSequencesUsedForQuantification	[15] AST_260331_134.raw.PG.NrOfStrippedSequencesUsedForQuantification	[16] AST_260331_135.raw.PG.NrOfStrippedSequencesUsedForQuantification	[17] AST_260331_136.raw.PG.NrOfStrippedSequencesUsedForQuantification	[18] AST_260331_137.raw.PG.NrOfStrippedSequencesUsedForQuantification	[19] AST_260331_138.raw.PG.NrOfStrippedSequencesUsedForQuantification	[20] AST_260331_139.raw.PG.NrOfStrippedSequencesUsedForQuantification	[21] AST_260331_140.raw.PG.NrOfStrippedSequencesUsedForQuantification	[22] AST_260331_142.raw.PG.NrOfStrippedSequencesUsedForQuantification	[23] AST_260331_143.raw.PG.NrOfStrippedSequencesUsedForQuantification	[24] AST_260331_144.raw.PG.NrOfStrippedSequencesUsedForQuantification	[25] AST_260331_148.raw.PG.NrOfStrippedSequencesUsedForQuantification	[26] AST_260331_149.raw.PG.NrOfStrippedSequencesUsedForQuantification	[27] AST_260331_152.raw.PG.NrOfStrippedSequencesUsedForQuantification	[28] AST_260331_153.raw.PG.NrOfStrippedSequencesUsedForQuantification	[29] AST_260331_157.raw.PG.NrOfStrippedSequencesUsedForQuantification	[30] AST_260331_158.raw.PG.NrOfStrippedSequencesUsedForQuantification	[31] AST_260331_161.raw.PG.NrOfStrippedSequencesUsedForQuantification	[32] AST_260331_162.raw.PG.NrOfStrippedSequencesUsedForQuantification	[33] AST_260331_163.raw.PG.NrOfStrippedSequencesUsedForQuantification	[34] AST_260331_164.raw.PG.NrOfStrippedSequencesUsedForQuantification	[35] AST_260331_165.raw.PG.NrOfStrippedSequencesUsedForQuantification	[36] AST_260331_166.raw.PG.NrOfStrippedSequencesUsedForQuantification	[37] AST_260331_167.raw.PG.NrOfStrippedSequencesUsedForQuantification	[38] AST_260407_008.raw.PG.NrOfStrippedSequencesUsedForQuantification	[39] AST_260407_009.raw.PG.NrOfStrippedSequencesUsedForQuantification	[40] AST_260407_010.raw.PG.NrOfStrippedSequencesUsedForQuantification	[41] AST_260407_011.raw.PG.NrOfStrippedSequencesUsedForQuantification	[42] AST_260407_012.raw.PG.NrOfStrippedSequencesUsedForQuantification	[43] AST_260407_014.raw.PG.NrOfStrippedSequencesUsedForQuantification	[44] AST_260407_015.raw.PG.NrOfStrippedSequencesUsedForQuantification	[45] AST_260407_016.raw.PG.NrOfStrippedSequencesUsedForQuantification	[46] AST_260407_017.raw.PG.NrOfStrippedSequencesUsedForQuantification	[47] AST_260407_018.raw.PG.NrOfStrippedSequencesUsedForQuantification	[48] AST_260407_019.raw.PG.NrOfStrippedSequencesUsedForQuantification	[1] AST_260331_115.raw.PG.MS2Quantity	[2] AST_260331_116.raw.PG.MS2Quantity	[3] AST_260331_117.raw.PG.MS2Quantity	[4] AST_260331_118.raw.PG.MS2Quantity	[5] AST_260331_119.raw.PG.MS2Quantity	[6] AST_260331_120.raw.PG.MS2Quantity	[7] AST_260331_121.raw.PG.MS2Quantity	[8] AST_260331_125.raw.PG.MS2Quantity	[9] AST_260331_126.raw.PG.MS2Quantity	[10] AST_260331_127.raw.PG.MS2Quantity	[11] AST_260331_128.raw.PG.MS2Quantity	[12] AST_260331_129.raw.PG.MS2Quantity	[13] AST_260331_130.raw.PG.MS2Quantity	[14] AST_260331_131.raw.PG.MS2Quantity	[15] AST_260331_134.raw.PG.MS2Quantity	[16] AST_260331_135.raw.PG.MS2Quantity	[17] AST_260331_136.raw.PG.MS2Quantity	[18] AST_260331_137.raw.PG.MS2Quantity	[19] AST_260331_138.raw.PG.MS2Quantity	[20] AST_260331_139.raw.PG.MS2Quantity	[21] AST_260331_140.raw.PG.MS2Quantity	[22] AST_260331_142.raw.PG.MS2Quantity	[23] AST_260331_143.raw.PG.MS2Quantity	[24] AST_260331_144.raw.PG.MS2Quantity	[25] AST_260331_148.raw.PG.MS2Quantity	[26] AST_260331_149.raw.PG.MS2Quantity	[27] AST_260331_152.raw.PG.MS2Quantity	[28] AST_260331_153.raw.PG.MS2Quantity	[29] AST_260331_157.raw.PG.MS2Quantity	[30] AST_260331_158.raw.PG.MS2Quantity	[31] AST_260331_161.raw.PG.MS2Quantity	[32] AST_260331_162.raw.PG.MS2Quantity	[33] AST_260331_163.raw.PG.MS2Quantity	[34] AST_260331_164.raw.PG.MS2Quantity	[35] AST_260331_165.raw.PG.MS2Quantity	[36] AST_260331_166.raw.PG.MS2Quantity	[37] AST_260331_167.raw.PG.MS2Quantity	[38] AST_260407_008.raw.PG.MS2Quantity	[39] AST_260407_009.raw.PG.MS2Quantity	[40] AST_260407_010.raw.PG.MS2Quantity	[41] AST_260407_011.raw.PG.MS2Quantity	[42] AST_260407_012.raw.PG.MS2Quantity	[43] AST_260407_014.raw.PG.MS2Quantity	[44] AST_260407_015.raw.PG.MS2Quantity	[45] AST_260407_016.raw.PG.MS2Quantity	[46] AST_260407_017.raw.PG.MS2Quantity	[47] AST_260407_018.raw.PG.MS2Quantity	[48] AST_260407_019.raw.PG.MS2Quantity
35219.65	P38874	IKI1	Elongator complex protein 5	10	nucleus,cytosol,nucleoplasm,cytoplasm,peroxisome,Elongator holoenzyme complex	tRNA wobble uridine modification,tRNA modification,regulation of translation	tRNA binding,ATPase activity,protein binding,identical protein binding	100	6	6	6	6	6	7	6	8	6	7	6	6	6	7	5	7	6	8	7	6	6	6	6	7	6	5	6	6	7	6	6	6	6	6	6	6	7	7	6	6	5	5	5	5	7	7	4	8	3021.6416015625	3059.8203125	3365.2744140625	3908.198486328125	2943.291259765625	3246.594970703125	2986.018310546875	3127.5712890625	3206.967041015625	4488.8427734375	2891.521240234375	3094.014892578125	3122.928955078125	3454.20947265625	2507.9052734375	3062.187744140625	4519.8828125	3030.27490234375	2756.504638671875	3164.752685546875	3547.050537109375	3148.310546875	2889.1328125	3222.103271484375	3810.657470703125	3854.17041015625	2759.256591796875	3433.72314453125	3651.18310546875	4007.5576171875	2869.18701171875	4020.06298828125	4235.4775390625	3556.25439453125	3555.55322265625	4003.26416015625	4056.7763671875	2984.7900390625	3712.0283203125	2965.558349609375	3231.5185546875	3089.2470703125	3822.14599609375	3180.93701171875	3510.316162109375	3590.0341796875	2975.632568359375	3299.22021484375
68771.39	P38875	GPI16	GPI transamidase component GPI16	19	endoplasmic reticulum,endoplasmic reticulum membrane,GPI-anchor transamidase complex	GPI anchor biosynthetic process,attachment of GPI anchor to protein,fungal-type cell wall organization	molecular_function,protein binding	100	15	15	13	14	14	14	14	12	14	13	14	12	15	12	12	14	15	12	14	15	14	15	14	14	14	15	12	13	14	13	15	15	16	14	14	15	14	13	15	13	14	16	16	15	15	16	17	15	6275.5107421875	5663.61962890625	5801.20654296875	6429.3876953125	5415.3017578125	6023.4462890625	5589.0771484375	5850.47705078125	5787.0927734375	6627.419921875	5337.76318359375	5856.09619140625	5557.64404296875	6502.0146484375	5757.27880859375	5469.9033203125	5886.6279296875	5556.87109375	5381.49267578125	5359.5224609375	6114.3779296875	6920.4208984375	5999.44775390625	6788.3662109375	7073.3603515625	7831.966796875	5763.9814453125	6596.0810546875	7434.8935546875	8317.5234375	6638.11083984375	7376.884765625	7523.822265625	7151.46533203125	7432.265625	7861.3359375	8084.8994140625	6815.873046875	8134.02734375	6529.8857421875	5998.8076171875	7929.6318359375	7380.32666015625	7984.08203125	7905.1181640625	7634.60498046875	5641.00927734375	7524.66845703125
21036.19	P38876	PTH1	Peptidyl-tRNA hydrolase	7	mitochondrial matrix,mitochondrion	mitochondrial translation	aminoacyl-tRNA hydrolase activity	100	4	4	5	4	5	5	5	3	6	5	5	5	5	4	4	5	4	4	4	5	4	5	6	6	6	5	5	4	7	5	5	6	5	5	4	5	4	4	4	5	5	4	5	5	6	7	5	6	396.33563232421875	342.3968200683594	482.10955810546875	707.6890258789062	362.6272277832031	479.3410949707031	443.5201721191406	271.51837158203125	389.7197265625	567.2677001953125	398.6234130859375	331.6562805175781	260.02978515625	351.8332824707031	373.96173095703125	420.5333557128906	812.7742309570312	439.9150390625	342.6761474609375	331.1899108886719	411.38287353515625	605.87646484375	658.7205200195312	679.5555419921875	727.4518432617188	655.1743774414062	561.7728271484375	632.5231323242188	831.4689331054688	677.2642822265625	603.6734008789062	610.828125	750.5562133789062	951.5177001953125	777.5626220703125	696.047607421875	628.7537841796875	340.2915344238281	955.906005859375	322.34869384765625	1061.619873046875	602.0125122070312	1189.2469482421875	583.0189819335938	1077.9075927734375	1041.0738525390625	654.0782470703125	1065.6612548828125
15168.67	P38877	CTF8	Chromosome transmission fidelity protein 8	6	nucleus,Ctf18 RFC-like complex	telomere tethering at nuclear periphery,mitotic sister chromatid cohesion,maintenance of DNA trinucleotide repeats	molecular_function,protein binding	100	5	5	5	4	4	5	5	5	5	5	5	5	5	4	4	5	4	5	5	4	5	5	5	4	4	4	5	5	5	4	5	4	5	5	5	4	4	5	5	5	5	5	5	5	5	5	5	5	1268.207275390625	1423.1527099609375	1114.208740234375	1191.84423828125	1242.42578125	1276.98828125	1239.9984130859375	1522.719970703125	1354.37158203125	839.6705932617188	1462.323486328125	1367.9739990234375	1451.2608642578125	1314.94189453125	1554.2166748046875	1378.332275390625	928.5698852539062	1450.973388671875	1645.0604248046875	1450.4847412109375	1260.109619140625	1175.9620361328125	1449.7540283203125	1414.2369384765625	1530.054443359375	1544.9283447265625	1465.2584228515625	1393.3489990234375	1582.3856201171875	1526.767333984375	1339.7479248046875	1338.275634765625	1415.548828125	1581.3553466796875	1406.8018798828125	1449.933349609375	1576.5714111328125	1339.293212890625	1286.6083984375	1310.7547607421875	1523.82470703125	1378.536865234375	1489.9366455078125	1517.5023193359375	1524.7587890625	1380.7412109375	1330.337158203125	1562.4139404296875
32062.76	P38878	LNP1	Endoplasmic reticulum junction formation protein lunapark	13	endoplasmic reticulum tubular network,cytoplasm,endoplasmic reticulum,endoplasmic reticulum membrane	nuclear pore organization,response to endoplasmic reticulum stress,reticulophagy,endoplasmic reticulum tubular network organization	zinc ion binding	100	9	10	10	9	9	8	10	10	9	9	9	9	10	10	8	7	11	9	10	10	10	7	8	10	8	9	8	8	8	9	10	9	10	9	8	9	10	9	13	9	12	10	12	9	12	11	12	12	2573.757568359375	2181.06591796875	2195.84765625	2248.254638671875	2478.936279296875	2604.108642578125	2518.5634765625	2374.75927734375	2221.926513671875	2228.587158203125	2518.4130859375	2614.54345703125	2419.309326171875	2697.8837890625	2675.5205078125	2325.47412109375	2651.223876953125	2432.52880859375	2455.1181640625	2340.918701171875	2918.950439453125	2930.111572265625	2768.403564453125	2499.949462890625	2889.747802734375	2800.966552734375	2981.07177734375	2515.079345703125	2638.874267578125	2689.380859375	2624.668701171875	2519.347412109375	2529.913330078125	2695.854248046875	2770.55029296875	2906.2255859375	2936.271484375	2442.6142578125	2682.671875	2266.22314453125	2684.77783203125	2363.70654296875	2491.4033203125	2234.28173828125	2779.91650390625	2864.86865234375	2723.6962890625	2721.203857421875
18708.97	P38879	EGD2	Nascent polypeptide-associated complex subunit alpha	10	cytoplasm,nucleus,nascent polypeptide-associated complex	protein targeting to membrane,cotranslational protein targeting to membrane,'de novo' cotranslational protein folding	protein binding,phosphatidylinositol-3-phosphate binding,unfolded protein binding,phosphatidylinositol-4-phosphate binding,phosphatidic acid binding,phosphatidylinositol-3,5-bisphosphate binding	100	10	10	7	7	8	9	10	9	9	7	9	10	10	10	10	7	6	8	9	10	10	9	10	7	8	10	10	8	8	10	8	7	7	7	8	8	8	9	7	9	7	9	8	9	9	8	8	8	101556.1328125	116148.640625	51654.3203125	38022.41015625	111040.46875	106269.34375	98431.671875	116506.5625	40173.47265625	34677.57421875	117622.3828125	100426.53125	104528.4453125	68877.609375	147227.5	48120.9453125	41941.078125	110758.0546875	105214.59375	108587.8828125	75805.15625	86540.5234375	73632.4453125	47795.3125	48563.5234375	56592.09375	84049.9453125	61832.296875	45105.8125	51200.44140625	71351.640625	38453.55078125	43269.77734375	46229.26953125	49124.625	48055.2265625	48205.3984375	68812.4375	40628.8125	55935.48828125	49287.37890625	70314.9609375	38472.609375	58502.15234375	40713.21484375	34888.2734375	73784.5234375	34178.18359375
66702.53	P38880	MDM31	Mitochondrial distribution and morphology protein 31	9	mitochondrial inner membrane,nucleus	mitochondrion inheritance,cellular ion homeostasis,mitochondrion organization,regulation of cardiolipin metabolic process	molecular_function	100	5	4	5	5	5	5	5	7	5	5	5	5	5	5	5	5	4	5	6	5	5	4	6	8	5	5	5	5	5	5	6	6	5	5	5	5	5	5	5	5	7	5	6	5	5	5	5	5	438.6226501464844	466.4732666015625	386.6155700683594	699.4855346679688	504.18182373046875	562.85595703125	442.336181640625	433.0128479003906	536.2243041992188	647.3026123046875	542.6051635742188	525.8076782226562	470.7043762207031	659.9431762695312	509.23651123046875	547.4669799804688	935.405029296875	449.39935302734375	494.55828857421875	504.3702087402344	604.8943481445312	544.1113891601562	596.8388671875	601.7501220703125	613.0517578125	601.0433959960938	621.1478271484375	675.0499877929688	691.435546875	758.9047241210938	629.2680053710938	717.7803344726562	753.9888305664062	664.0592041015625	603.1970825195312	721.929931640625	778.7112426757812	456.48211669921875	756.3826293945312	357.5387268066406	654.8961791992188	494.5025939941406	670.94775390625	656.356689453125	591.348876953125	802.0741577148438	594.48486328125	633.7725830078125
36421.45	P38881	NVJ1	Nucleus-vacuole junction protein 1	17	nucleus-vacuole junction,nuclear envelope,nuclear outer membrane,membrane,nuclear periphery	lipid metabolic process,protein localization,piecemeal microautophagy of nucleus,nucleus-vacuole junction assembly	structural molecule activity,protein binding	100	12	10	12	7	11	12	13	13	11	12	11	9	14	12	10	9	14	12	12	12	13	10	11	9	9	11	11	7	10	12	10	12	11	11	11	8	14	12	8	12	11	10	9	11	8	11	12	8	2895.76025390625	1881.0496826171875	1853.083251953125	1799.622314453125	1869.433837890625	2163.017578125	2216.57958984375	2008.9285888671875	1989.0833740234375	2002.8734130859375	2199.991455078125	2276.873046875	2194.19384765625	2327.334716796875	2125.90771484375	1911.7791748046875	2261.521728515625	2208.87255859375	1912.378173828125	2142.8837890625	2464.14599609375	2070.701904296875	1488.1192626953125	2053.09130859375	1970.206298828125	2206.64453125	1580.4578857421875	1897.3232421875	2012.2762451171875	2271.461181640625	1868.369140625	1818.576904296875	1740.44287109375	1949.9110107421875	1907.0826416015625	1768.2459716796875	2217.841552734375	2499.82470703125	1688.0692138671875	1940.9866943359375	1938.3211669921875	2049.996826171875	1701.9049072265625	1914.2142333984375	2182.49072265625	1868.5675048828125	2366.919921875	1607.4039306640625
65271.46	P38882	UTP9	U3 small nucleolar RNA-associated protein 9	28	nucleus,nucleolus,rDNA heterochromatin,90S preribosome,small-subunit processome,t-UTP complex	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),maturation of SSU-rRNA,positive regulation of transcription from RNA polymerase I promoter,tRNA re-export from nucleus	tRNA binding,protein binding,U3 snoRNA binding	100	22	23	22	18	21	22	21	22	22	16	20	21	23	21	23	21	16	21	24	22	22	20	23	21	19	19	20	20	18	20	24	20	19	19	20	19	21	21	21	22	19	19	19	17	19	20	20	20	7301.11962890625	7958.67333984375	7699.74365234375	7258.0595703125	7313.7529296875	7769.736328125	7386.03955078125	9104.2900390625	8194.009765625	8478.89453125	7236.99658203125	7393.74658203125	7405.30419921875	7854.26953125	7663.5556640625	8341.109375	8273.7861328125	7559.025390625	7220.74658203125	7850.39111328125	7756.181640625	5742.87158203125	6070.2548828125	5996.22314453125	5822.271484375	5622.20751953125	5922.01171875	6239.40869140625	4856.564453125	5357.927734375	6149.00927734375	6324.5380859375	5712.90771484375	5329.1494140625	5632.3955078125	5330.5283203125	5485.27587890625	7614.912109375	6006.5703125	7463.43212890625	6681.34423828125	6361.2001953125	5414.85595703125	6359.95263671875	5700.32861328125	5818.95751953125	8265.08203125	5425.98486328125
86739.01	P38883	RIX1	Pre-rRNA-processing protein RIX1	38	nucleus,nucleoplasm,cytosol,Requires Ontology	ribosomal large subunit assembly,pre-replicative complex assembly involved in nuclear cell cycle DNA replication,rRNA processing,regulation of DNA-dependent DNA replication initiation	chromatin binding,protein binding	100	31	33	32	30	34	34	33	34	35	29	32	34	34	33	32	35	29	32	33	33	33	30	29	32	31	34	26	30	28	31	30	31	30	31	30	29	31	33	30	32	31	33	33	32	33	32	36	32	4376.41162109375	4289.8515625	4460.92529296875	4179.8642578125	3892.798095703125	4034.26953125	4065.474853515625	4313.12109375	4435.88720703125	4832.45849609375	3724.3623046875	4018.861083984375	3959.06787109375	4596.7607421875	4279.86279296875	4205.15283203125	4266.56005859375	3880.42822265625	3911.32080078125	4091.8232421875	4580.41845703125	3581.080322265625	3303.066650390625	3410.044189453125	3320.870849609375	3510.105224609375	3421.393798828125	3314.89599609375	3204.87548828125	3503.03857421875	3797.004638671875	3671.2509765625	3694.889892578125	3342.66845703125	3215.879638671875	3503.737060546875	3450.267578125	4260.14892578125	3939.58349609375	4294.34130859375	3824.802978515625	3713.819091796875	3576.4775390625	3721.32470703125	3538.068115234375	3269.019287109375	4318.96826171875	3235.440185546875
36501.61	P38884	AIM18	Altered inheritance of mitochondria protein 18, mitochondrial	10	mitochondrion,mitochondrial inner membrane	biological_process	intramolecular lyase activity,heme binding	100	7	7	7	7	8	7	7	8	7	7	8	7	7	7	7	7	6	9	8	8	7	7	8	8	7	8	8	7	8	8	9	7	7	7	7	9	8	7	9	8	7	8	9	7	8	7	8	9	4333.0380859375	5226.9873046875	5000.19189453125	7267.97705078125	5893.94140625	6512.85107421875	6097.51025390625	5128.7880859375	5004.20361328125	7324.177734375	6209.23681640625	6199.64794921875	5944.80712890625	6043.3115234375	4784.81494140625	5196.94580078125	7887.583984375	6323.72216796875	6288.70361328125	6232.0771484375	5810.1240234375	6290.6103515625	7742.51953125	8639.703125	8308.45703125	8256.5517578125	7948.712890625	8537.095703125	8052.50927734375	8645.798828125	8037.00927734375	8391.8837890625	8898.1416015625	7771.1142578125	8039.6494140625	7659.6923828125	8527.8388671875	4448.19775390625	9899.2880859375	4524.21875	9319.3564453125	7466.2998046875	8670.7255859375	7215.08203125	8516.5908203125	8143.85791015625	5569.2841796875	9216.162109375
34113.35	P38885	AIM46	Altered inheritance of mitochondria protein 46, mitochondrial	22	mitochondrion,mitochondrial inner membrane	biological_process	intramolecular lyase activity,heme binding	100	13	21	15	14	14	14	11	20	16	14	13	16	15	16	20	15	14	12	13	15	16	8	21	14	10	15	18	11	13	14	18	14	14	12	15	11	10	16	15	12	10	12	17	12	13	16	16	14	7998.97314453125	27099.03125	8532.9873046875	6914.5712890625	7320.3076171875	7830.33056640625	8011.00146484375	23287.498046875	8439.5126953125	7388.92138671875	7596.00927734375	7404.328125	7840.62841796875	10092.4736328125	28634.40625	8559.251953125	5987.32958984375	7779.9853515625	7540.31982421875	7900.8720703125	10060.27734375	6894.89013671875	28458.017578125	5983.55615234375	6044.0556640625	6565.05126953125	29597.494140625	6371.802734375	6439.63720703125	6760.56640625	29945.609375	6301.853515625	5757.12548828125	5759.77294921875	5901.52587890625	6564.8779296875	6802.8466796875	8687.3076171875	6162.98828125	7893.5966796875	6164.75439453125	6905.2802734375	6872.45654296875	6646.89599609375	6762.7646484375	6489.5380859375	9743.73046875	6296.08837890625
29747.18	P38886	RPN10	26S proteasome regulatory subunit RPN10	10	nucleus,proteasome complex,proteasome regulatory particle, base subcomplex	positive regulation of proteasomal ubiquitin-dependent protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process,proteasome assembly	protein binding,polyubiquitin binding,K48-linked polyubiquitin binding	100	10	9	9	8	10	9	9	10	8	9	10	10	9	10	9	10	8	10	9	9	9	10	9	10	10	10	10	9	9	9	9	9	9	9	9	9	9	10	8	10	9	10	10	9	9	8	9	10	29551.537109375	27714.28125	28213.16015625	31292.806640625	27467.001953125	28481.43359375	28098.28125	25804.1328125	27414.2265625	33741.2421875	26920.265625	25265.9375	27032.0859375	25397.431640625	27665.09375	27004.341796875	33062.65625	27516.859375	28126.576171875	27764.83203125	29807.9453125	29431.71484375	29144.1484375	29428.34375	29118.033203125	31765.416015625	28217.693359375	31111.37109375	29850.802734375	31509.830078125	28699.048828125	29323.251953125	32666.833984375	30005.529296875	31211.326171875	28661.697265625	30120.962890625	27810.3671875	33371.07421875	28090.1328125	30935.1015625	29666.162109375	28556.556640625	30890.388671875	28750.1796875	30397.173828125	29278.685546875	29821.826171875
68998.09	P38887	SMN1	5'-nucleotidase SMN1	8	extracellular region,cytosol,fungal-type vacuole,vacuole	nucleotide catabolic process,NAD catabolic process	5'-nucleotidase activity,hydrolase activity	87.5	0	2	0	3	2	2	1	0	3	3	4	3	4	2	0	2	4	2	3	2	0	1	3	5	3	1	1	4	4	3	3	4	3	4	3	4	2	4	0	1	2	3	4	5	5	5	4	4	NaN	295.5697937011719	NaN	323.95452880859375	131.74269104003906	193.8701934814453	92.16800689697266	NaN	96.34495544433594	404.0487976074219	187.3002166748047	298.47308349609375	147.3209991455078	71.26372528076172	NaN	413.16162109375	700.3087158203125	228.3575897216797	230.4075469970703	200.6265106201172	NaN	297.0492858886719	426.08489990234375	656.3231201171875	614.7567138671875	534.1669921875	553.1163940429688	650.22412109375	500.061767578125	568.6102294921875	405.6546325683594	563.0003051757812	401.0864562988281	758.7788696289062	646.4213256835938	722.7823486328125	699.6533813476562	181.8444061279297	NaN	342.2362365722656	494.8803405761719	229.28817749023438	578.2091674804688	561.747314453125	813.123291015625	1137.1998291015625	285.16375732421875	631.3345947265625
91245.89	P38888	MNL1	ER degradation-enhancing alpha-mannosidase-like protein 1	8	endoplasmic reticulum,endoplasmic reticulum lumen,membrane,endoplasmic reticulum quality control compartment	carbohydrate metabolic process,ERAD pathway,protein alpha-1,2-demannosylation,glycoprotein ERAD pathway,positive regulation of endoplasmic reticulum unfolded protein response,endoplasmic reticulum mannose trimming,mannose trimming involved in glycoprotein ERAD pathway	alpha-mannosidase activity,mannosyl-oligosaccharide 1,2-alpha-mannosidase activity,calcium ion binding,protein binding,carbohydrate binding	97.9	3	5	5	3	4	5	5	6	5	4	5	5	5	5	5	5	3	5	5	5	0	4	5	3	5	4	2	5	5	5	5	5	5	5	2	2	5	5	5	5	5	5	5	5	6	6	5	5	499.8668212890625	649.4144287109375	490.3265686035156	493.49981689453125	500.438720703125	496.7912292480469	425.62030029296875	591.6565551757812	457.3537292480469	488.9420166015625	408.11090087890625	447.8067321777344	447.19317626953125	511.7915954589844	604.2371826171875	474.8843994140625	664.0488891601562	622.9153442382812	391.31060791015625	568.700439453125	NaN	491.421875	553.8809814453125	429.8507080078125	455.5519714355469	579.0105590820312	506.0628356933594	372.3983154296875	467.8508605957031	439.4219055175781	630.55712890625	633.5823974609375	402.18609619140625	475.3036193847656	172.88954162597656	594.5882568359375	358.0108642578125	400.0422058105469	381.8208312988281	365.3315734863281	331.0965576171875	397.3274230957031	484.1383056640625	482.3536071777344	443.1348571777344	531.6726684570312	433.0473327636719	475.8937683105469
69202.14	P38889	SKN7	Transcription factor SKN7	17	nucleus,cytosol	phosphorelay signal transduction system,response to singlet oxygen,regulation of transcription, DNA-templated,regulation of transcription from RNA polymerase II promoter,transcription elongation from RNA polymerase II promoter,regulation of cell size,cellular response to oxidative stress,regulation of endoplasmic reticulum unfolded protein response	phosphorelay response regulator activity,RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcription factor activity, sequence-specific DNA binding,sequence-specific DNA binding	100	5	10	9	8	9	8	9	12	9	8	11	9	10	8	9	9	8	11	10	9	8	6	10	9	7	9	9	7	7	8	10	8	7	7	8	7	9	11	9	11	9	10	7	7	8	7	9	8	3612.014892578125	2813.98779296875	3041.405517578125	2821.16357421875	3060.873046875	3159.679931640625	2721.350830078125	2703.41650390625	3246.603759765625	3100.284912109375	2763.4296875	2752.4306640625	2921.97509765625	3193.20556640625	2437.67236328125	3411.074951171875	2788.845458984375	2726.9365234375	2811.53662109375	2902.96728515625	3229.989501953125	2791.67333984375	2410.779296875	2293.5390625	2686.2724609375	2718.1708984375	2247.73291015625	2561.355224609375	2869.579345703125	2793.94580078125	2427.78369140625	2614.94775390625	2742.243408203125	2803.2109375	2992.4111328125	2914.101318359375	2723.208984375	3490.363037109375	2830.06103515625	3342.4541015625	2486.59619140625	3168.412109375	2710.265380859375	3030.741455078125	2746.64111328125	2859.801025390625	2898.005615234375	2484.30712890625
60547.34	P38890	SET5	Histone-lysine N-methyltransferase SET5	22	nucleus,chromatin,chromosome,cytoplasm	telomere maintenance,chromatin remodeling	protein binding,zinc ion binding,S-adenosylmethionine-dependent methyltransferase activity,protein-lysine N-methyltransferase activity,histone methyltransferase activity	100	12	17	16	8	15	13	13	19	17	11	17	17	17	15	15	12	9	16	16	16	13	10	12	17	11	13	11	12	12	12	15	15	11	14	14	10	16	15	14	15	13	15	14	16	14	17	17	15	2554.404052734375	2109.632568359375	2031.139892578125	1558.6558837890625	1935.9140625	1779.3017578125	1956.7591552734375	1949.7132568359375	1901.2347412109375	2151.49951171875	1881.759521484375	1772.9346923828125	1792.5916748046875	1695.485107421875	1991.370361328125	1939.3792724609375	1928.3487548828125	1768.6500244140625	1619.90625	1842.4580078125	1885.7550048828125	1855.3687744140625	1545.4051513671875	1625.6624755859375	1573.8497314453125	1651.0145263671875	1422.1202392578125	1575.849365234375	1566.5185546875	1682.69970703125	1582.361083984375	1487.205322265625	1647.46044921875	1414.78271484375	1483.50244140625	1536.9652099609375	1564.490478515625	2479.964599609375	1596.9803466796875	2232.368408203125	1700.16064453125	1709.7991943359375	1561.2972412109375	1797.7623291015625	1668.9869384765625	1468.4986572265625	1758.510498046875	1622.9859619140625
